"","6872-JK-1","6872-JK-2","6872-JK-3","6872-JK-4","6872-JK-51","6872-JK-52-REPREP","6872-JK-53","6872-JK-54","6872-JK-77","11067-JK-10","11067-JK-11","11067-JK-18","11067-JK-19","11067-JK-20","11067-JK-21","11067-JK-22","11067-JK-5","11067-JK-6","11067-JK-7","11067-JK-8","11067-JK-9","12039-JR-1","12039-JR-10","12039-JR-11","12039-JR-12","12039-JR-13","12039-JR-14","12039-JR-15","12039-JR-16","12039-JR-17","12039-JR-18","12039-JR-19","12039-JR-2","12039-JR-3","12039-JR-4","12039-JR-5","12039-JR-6","12039-JR-7","12039-JR-8","12039-JR-9","11391-JR-10","11391-JR-11","11391-JR-12","11391-JR-13","11391-JR-14","11391-JR-15","11391-JR-16","11391-JR-7","11391-JR-8","11391-JR-9"
"Eogt",9.00027346155416,9.06824253214859,9.01741171233503,9.02901393842635,9.06893023703576,9.27130957677562,9.11212057945451,9.22620396713936,8.94056427991833,9.05924890478741,9.1715547647725,9.11019217740629,8.98805456496712,9.10141566657765,8.81492746488226,9.11128678517237,9.08953853833986,9.0763236108141,9.13244297186626,9.20048031237389,9.12329461775722,9.35712519809591,9.01886991903805,8.59183629508121,9.02274042773953,9.24679943622352,9.04010452149236,9.1205226338636,9.03955816371335,9.21860374537075,9.18739162851558,9.05804801652256,8.8084918464586,9.20316498592917,9.12355694071463,9.11532577320117,9.14576947303392,9.05690365424861,9.01636560874616,9.17852566656312,9.20260322589728,9.02813234434085,8.99480345935478,9.2357456259515,9.01153532955101,8.97439577124281,9.13412602125343,9.11663115705381,9.04897853445776,9.06868218066089
"Ephx3",6.45514476048465,6.69141954288915,6.55493676484935,6.74799461503009,6.56363705984505,6.54251352522723,6.52256880401622,7.24105553789089,6.15968351617895,6.64019304004762,6.66019794065805,6.77822173141774,6.05343082400425,6.5320461415982,6.38933258152334,6.48249928766188,6.21679291221758,6.753278150806,6.91330482205798,6.70019150955199,7.18578322700415,7.17242072774824,6.51488009331681,6.42386620575618,6.50566164348636,6.64735188001178,6.52520028061525,6.55753713600027,6.51206736323554,6.63409993046555,6.5545588872019,6.6900069832474,6.64039395114941,6.56935949329444,6.68961268606694,6.7279818494043,6.77644324757375,6.3996267895006,6.29601753604209,6.72959424941878,6.81107734173287,6.5517182921828,6.21194736180239,6.45443808912169,6.53748457024677,6.92267251922271,6.82144098966364,6.36972868657124,6.68239245690389,6.72482649967599
"Fam229b",6.73920915619159,6.64410470188802,6.50509111840368,6.24766735857657,6.77472896465427,6.82657792093417,6.80663319972315,6.61739061588094,6.75535087051039,6.82425695677386,6.87008176752699,6.46159973237548,6.42898371526638,6.40745904785807,6.59763627056647,6.67335695079713,6.7923578663896,6.53364012047602,6.69480678877126,6.76131402849001,6.84351196372578,6.72918960971499,6.753552488775,6.67230960110684,6.63672681773725,6.59901602713173,6.65696125082947,6.47120079552874,6.60254664664973,6.54550923827163,6.681428985211,6.59947823740207,6.62878741417813,6.47095459616981,6.73944990865992,6.86202325943039,6.58931493734876,6.49010607291478,6.94229549438377,6.82007353283297,6.69751820341246,6.71377975966766,6.93039368172162,6.69654597320674,6.47126304924984,6.45924530093439,6.63767365110868,6.57864331396912,6.52994512163917,6.85916295260454
"Fem1al",6.39152517911576,6.16434402125813,6.25455654030282,6.27390756284219,6.28637726454057,6.23127975515576,6.4087927375409,6.4118045830096,6.46019932264799,6.51904043047623,6.46102841000594,6.33850450299178,6.20865984234114,6.31171819743415,6.24512355865243,6.32791019693402,6.2793822020508,6.20842292869493,6.16571461500664,6.36298700256533,6.41522406806489,6.55480636756705,5.97688319723717,6.25297343232989,6.64657134114175,6.39065892867264,6.27068953705914,6.31822070681296,6.3515381834771,6.3148822270383,6.0814151678826,6.51699934716226,6.41148939650244,6.14677743273013,6.22174612195783,6.13134559955979,6.6078677142453,6.27815530840514,6.22419187967654,6.38867170630427,6.47593208048146,6.51500822544361,6.14727827012143,5.9006212609379,6.19807368626402,6.31978823222937,6.34482251858635,6.49478964272379,6.33428691119449,6.47249580136615
"Fgf22",6.36864837363472,6.28391545931651,6.43081123469962,6.43354089286711,6.57229342398494,6.1584283210723,6.39876626645478,6.58213596403122,6.39763776189508,6.55015068899389,6.50054087738017,6.40397431304145,6.50073851537842,6.39002650803008,6.46241310902426,6.29060225021937,6.24275554291926,6.42258040817552,6.3879461843793,6.18971731758236,6.49345788215098,6.7119248922353,6.4361296408036,6.45182690941084,6.51261704149708,6.48507994808755,6.25129425526315,6.18086234999704,6.39126558700714,6.42132258144108,6.34993004001906,6.35992726946528,6.41986177953532,6.36902234277484,6.26147352548787,6.25592036250182,6.58917086750438,6.24345342623618,6.26391928320658,6.70026192654475,6.3596845563795,6.34939276773416,6.53394085875803,6.47176520567501,6.40536811496534,6.49608863699479,6.2078434877331,6.24101358790819,6.48198024602123,6.4820088688932
"Fgf2os",5.80695967894367,5.92314983252709,5.83583691443532,5.97136647722283,6.02858160143085,5.59851258141707,6.04142986132837,5.97485635750832,5.92151689868912,5.85408827799096,6.0034276198833,5.96536502863784,5.83281273551612,5.90754077463001,5.81912185250561,5.83307585528941,5.82242087417029,5.975434905259,5.87976190945353,6.04102244477978,5.86887465988767,5.96095054261576,5.9067463712193,5.957252286038,6.0189230371334,6.20402409694217,5.84846971862021,5.53657176028411,5.53657176028411,5.8270417117027,5.90023881153626,5.83732914070494,5.97066228704684,5.87143357041602,5.86674495530411,5.94691205486884,6.02585736216861,5.82236330665684,5.92467478305432,6.1418984285757,5.95635510282159,5.71470324170471,6.14954092628763,5.60700806001652,5.84309253377484,5.91151011590312,6.01683095201342,5.94360328914708,5.90385520234986,5.95595635765082
"Frg2f1",7.30241705097278,7.41875889148947,7.31653276878007,7.23925047575931,7.36462668804731,7.09628572733173,7.48584174349404,7.52321114723143,7.32577249509884,7.30761613568372,7.27223286887048,7.32733140476377,7.32153814792602,7.22590222453559,7.11856722581496,7.28022476655966,7.47560844035709,7.60424680255293,7.34335307089198,7.45477952504023,7.36552870461024,7.4246362387674,7.29225211456258,7.52459220768808,7.31086070557053,7.48256686993508,7.21355337913502,7.29074945733143,7.41473448982504,7.23464315651207,7.41012975655174,7.33694166435902,7.20479346281128,7.39535235484786,7.36059738017146,7.20834637608747,7.39054136885721,7.10660135543947,7.3133196775141,7.57159273691038,7.2935423034586,7.31770208954546,7.48014378747101,7.36124225568426,7.2463827669713,7.29652285338921,7.28379089074905,7.33664838118499,7.37972925131384,7.4184031849045
"Ftsj3",10.0740213885223,9.93388965480955,10.0970746588908,10.15839060427,10.0143910375922,10.0426899637901,10.0023162237592,9.77333574005014,10.0593167790811,10.051140133879,10.0124536693663,10.136472916252,10.037410202755,10.0338449050684,10.098864488813,9.94308065635463,9.99478655149272,10.0251978299306,9.93934918032052,9.97390750546182,9.96072669465989,9.96838274444104,10.1032295733879,10.0789339944852,9.92830698004147,9.92377889634348,10.1599214107966,10.0219102485294,10.0664739606381,9.88807443877889,10.0444838847139,9.97499118350984,10.0069888445703,10.0980278487752,9.99454799191785,10.0509423532009,10.0257391156392,10.0001177885882,9.97310353643197,10.0201668679375,9.88227471617778,10.1541994727505,9.86941458070554,10.1938355266062,10.0110602525352,10.0228636612901,10.0227651709912,10.1488065719709,9.88483977396433,9.98263588496966
"Golga1",9.81509250771903,9.93888155968079,9.6944453865396,9.66851977099513,10.0477254608103,9.95741896339726,9.80646008058826,9.94810575913569,9.58025140101229,9.78094759028202,9.80408203875524,9.76823621869304,9.79528997391881,9.82718448463901,9.86723615455757,9.806573161888,9.81271264186131,9.94686631175764,9.84216172234323,9.82705080061321,9.86419342052878,9.91677602605248,9.78940915207619,9.6988619578444,9.9043164337443,9.79194691733712,9.75977126818158,9.87342535874392,9.76256025990531,9.81766671120986,9.85323830805302,9.8183544004294,9.78303048072666,9.80650762765519,9.94491634345185,9.84603229847265,9.81370436692641,9.85263707175722,9.81098271601166,9.89820862449739,9.87327718772809,9.8750437218506,9.91525967388923,9.76465520922485,9.72264004737801,9.88908970776964,9.8207461886013,9.74421870142,9.80262710698248,9.87788788835401
"Gpatch11",8.5214094307726,8.66260804001158,8.47905682804959,8.43701533938147,8.48457024378089,8.20128603036508,8.58834430643557,8.47692636485293,8.47691230202845,8.37921112533191,8.53823100165009,8.58315304737304,8.42685105836722,8.55764570383148,8.64866457683613,8.28521083869111,8.33699859124751,8.4259778269143,8.55228798073096,8.53974203374948,8.49686472951433,8.38906258299557,8.50567591390861,8.64992624272067,8.35320990915967,8.51586746484662,8.48848680332302,8.5274870121052,8.53133208983445,8.56555319728056,8.57515781905671,8.48849546576163,8.32034163158755,8.50365022569525,8.56527060510892,8.46919096397173,8.33874243304938,8.4933717628365,8.61395983712524,8.24237902050887,8.51022298939644,8.49279402142913,8.57665311002701,8.47382293067644,8.56258440631704,8.37124869190362,8.41826808008508,8.5322899975683,8.46605157149555,8.40509629629936
"Gpd2",10.1642023637108,10.1458254539168,10.2197332980428,10.4403173188866,10.1776146501508,10.125966749787,10.1913824466381,10.245306086565,10.5426631688604,10.2671889315592,10.1564539300572,10.40267851351,10.3585311216738,10.3970968328269,10.4983389969544,10.1565835698706,10.2819817996457,10.1987286702857,10.145773186931,9.95843389975215,10.1822259290111,10.2616478079887,10.0948765752743,10.4596771074358,10.1368037493803,10.2650307161937,10.1499478711278,10.3163342783219,10.0898052328437,10.1772629521966,10.6722187052121,10.4112681788206,10.191786022635,10.3831028199431,10.194424138227,10.2983833999139,10.1463057260525,10.2823375483878,10.079977230186,10.145167628149,10.0955051396925,10.0036928113884,10.1165764800435,10.5786906090983,10.1806544272587,10.2707502320422,10.1750076726851,10.1546189740328,10.4114386508966,10.5164111545932
"Gsg1",5.98480542514997,5.94902557095216,6.09745018738803,6.15023636474973,6.1501513303773,6.00857695570476,6.11910450204747,6.05854576797105,5.62438831984214,6.19455897636029,5.9685433691366,5.9374880032289,6.18925552893255,5.98428470867526,5.69208881991731,6.05086950566219,5.93282137195891,6.05014783282398,6.00882793916102,5.93428279305869,6.24654371666114,6.13714365251838,5.97028933572486,5.9333926873603,6.15974535132554,6.07322760225513,5.93993089621244,5.9357821049438,6.08731222163482,6.06080796055331,5.91687225048268,5.81621948424663,6.1527222726162,6.0564297326967,5.91412727427936,5.90659143815535,6.23128680279378,6.05105126074359,5.94824390791739,6.00920199236973,6.149005810634,6.00551571174381,5.75996567920439,5.93683215127565,6.23582649726125,5.99619372192816,6.14528411451632,5.98935152988506,5.98918836215919,5.95093022603952
"Gsk3a",10.5560419483947,10.5131050405511,10.6423287670536,10.9320435346919,10.3916898201407,10.5393051620724,10.6434559172032,10.3630957412081,10.9668115781382,10.5640859633932,10.6699500809836,10.6599818803497,10.9067934916959,10.5444255050638,10.6403370996937,10.6519468338435,10.555450168987,10.5559993700359,10.5587348510811,10.4761921187419,10.6132726487362,10.5212355761125,10.5961083171114,10.7748575300266,10.4732023488994,10.6445500423325,10.588934249185,10.7189379393003,10.6112888956129,10.5357629074753,10.6793400229893,10.6918276720156,10.6253516097019,10.5943145555325,10.6375647137697,10.5353677935699,10.6221636833905,10.6256607999199,10.641379733391,10.5943374629559,10.506818468239,10.3558772066573,10.7362711061356,10.6577365274091,10.7074714974548,10.6810125225796,10.6923408469519,10.6395164410928,10.5497663226737,10.6374974046441
"Gspt2",7.31876197023328,7.36302949533015,7.28421340614862,7.37376967839016,7.16188876435596,7.33084553521785,7.12046079895247,7.10394275830388,7.47115517214724,7.30606365884203,7.34521659568125,7.25150435733611,7.31192667989234,7.36045830300933,7.53262706853656,7.2183354727755,6.93722103689904,7.1866447878661,7.2952542798328,7.40015427334409,7.22535025809098,6.78463379768187,7.11459252935351,7.35353391120544,7.14265421405081,7.08560885727767,7.10324922431737,7.25578495235223,7.44985178416967,7.39766381400971,7.43704631472339,7.18059726002276,7.49975176023403,7.44440512300662,7.26291336225924,7.20615048750256,7.48751508595999,7.43265906330908,7.31788855934602,7.38053145505275,7.26210609394544,7.41153307652564,7.2967727246259,7.21097626829714,7.12951152939,7.31877859973452,7.14465462299276,7.51252826532139,7.22832681337629,7.29377598254604
"Hbq1a",5.5021027731425,5.5021027731425,5.5021027731425,5.5021027731425,5.5021027731425,5.94529287339971,5.88605445111817,5.71979497066399,5.82510709041455,5.70138300631768,5.83497462955208,5.5165552327026,5.5165552327026,5.5165552327026,5.5165552327026,5.5165552327026,5.85379038302424,5.91747938873736,5.71430395773965,5.72775490682532,5.5165552327026,5.70316682892628,5.76008553189437,5.45756399013676,5.67408091036912,5.45756399013676,5.99571436677721,5.76681549396484,5.68514058759569,5.45756399013676,5.66789726601456,5.67042375757157,5.81244058072802,5.45756399013676,5.45756399013676,5.6632521646329,5.76790188284266,5.65981405964221,5.45756399013676,5.85549393653882,5.74479520904401,5.54869838406079,5.54869838406079,5.54869838406079,5.54869838406079,5.7565091817734,5.54869838406079,5.90269246362965,5.54869838406079,5.84466089819812
"Hey2",6.02212236395526,6.06109041123402,6.01248200840785,5.94904651608344,6.32084906512994,6.0367905719838,6.23398578586234,6.26360242775597,6.48485429387146,6.13362575228199,6.10651818975387,6.2497044176738,5.93850315834716,6.0991679244168,5.78199530105544,5.97777795632128,6.14487645910368,6.16574052192721,6.43765818664947,6.33105695940812,6.47980643210663,6.28006582942826,6.15195637024312,6.0353693476066,6.26172201157184,6.33029315995194,5.99041610101202,5.98669477982386,6.00392903490733,6.12822360917388,6.38073738889671,6.0692430010573,6.16180084245726,6.36152497115471,6.16456942077686,6.00856809840165,6.03946194620753,6.04358340285383,6.25389357265748,6.27146327197311,6.33582400264431,6.11968884220604,5.9467838712147,6.0058651205668,6.11237598775701,6.07924234108831,6.10883135444221,6.33003994850085,6.36229282940115,6.13774841804983
"Hsd11b2",7.08915827412334,6.81335409058729,6.9082994663876,6.85083154631121,6.84259266817162,6.47374568274405,6.54686764510588,6.97674385417269,6.99596173516735,6.92395769821762,7.13631004599199,6.95114766814651,6.880953187279,6.95623864870735,6.77944938448603,6.9199954596179,6.80433413885333,6.75724759510186,6.54877112479121,6.704363637322,6.63397136184656,6.72720403979561,6.9649879170044,7.07750964417287,6.82595509064251,6.64842876375414,6.95944532739366,6.81217050994267,6.73918587529871,6.7844119090675,6.70311430848028,6.64102219035731,6.7358979789404,6.85824518176869,6.8066958874425,7.11022247757824,6.77274822357976,6.77613215718656,7.03466011932782,6.85013398633853,6.89677299828471,6.67825341921,6.82687463442168,6.6627486480613,6.7963909805217,6.94556296636832,6.68559555232135,6.89962990426104,7.03765626686456,6.90113125498649
"Hydin",5.94477079503931,5.96291590034592,5.83178007917391,5.88456625653561,5.66338374828462,5.85373853505976,5.67252047505338,5.8894610694343,5.68172252890008,5.88501853151601,5.62381072073841,5.82059661144688,5.82483648864148,5.95143065419694,5.62381072073841,5.90809039526869,6.01292301275397,5.62381072073841,5.90325159434763,6.045089012644,5.62381072073841,5.62085720396643,5.89734401682505,5.7959348909308,5.68116953529328,5.37525436517691,6.29701328292467,5.81177280067774,5.76861777974252,5.91641402297344,5.88821368405426,5.89432102191119,5.98687886331114,6.04057111801237,5.6089762407016,5.78559465976164,5.75497533164024,6.0975085786024,5.76335738794713,5.60548392318177,5.86323390748253,5.6671370824993,5.6671370824993,5.869494828023,5.94507063060274,5.87494788021191,5.6671370824993,5.6671370824993,6.02100414685365,5.96309959663663
"Itpa",8.86198202746442,8.58288936669253,9.05490005316537,8.85149557176052,8.71023237536646,9.15223404017494,9.02284175883619,9.06727854050382,8.7974928178619,8.8758227551626,8.91428537290546,8.79765424101438,8.94301153079974,8.84486011746158,8.77786327763296,8.99388884925107,8.97797694569727,8.84420928794846,8.82856268300988,8.93994641069242,9.06371393085907,9.01861694396164,8.86128247674505,8.97260572163159,9.08153199947716,8.90869999463127,8.96169192434573,8.74437820812797,9.07673106369629,8.83218236156816,8.8447508267501,8.85014751214679,8.88799905245714,8.85920347421831,8.84557760223813,8.9835276853476,8.89597769377834,8.78224923609776,8.732141533884,8.96354740941886,8.80120275782529,8.96651582844506,8.80057672843121,9.08939993621523,8.87174442611968,8.88564547505902,8.8979054662181,8.9198319596002,8.85232310892975,8.9163504818522
"Lars2",11.6351634140912,11.2077633557177,10.8152693491621,14.6474470160689,9.91751676800021,8.51165249260139,8.75948192137191,9.29889236325593,11.3320197549095,10.5154855383588,10.5719946019819,10.4905604258482,11.5648162801144,10.509276092856,10.6916222610296,10.4216698031696,10.8204970946159,10.3377193332692,10.5358998386642,10.558499531251,11.1489011124129,10.70856437657,10.688298365234,10.3351364377692,10.7818701526687,10.599024399358,10.6112748164154,10.6609398709141,10.908428618984,10.9117832200369,11.1137054605227,10.9964599303952,10.5486724122801,10.5175847533755,10.5901536561616,10.5986576640537,10.6201835582022,10.6738753638925,10.5235405948794,10.542837711442,10.6459564046523,11.1807772693519,10.7722753127486,10.4515820611981,11.1846508036104,10.507556533432,10.4882003243138,10.6865326440343,10.3883329268289,10.4999206478061
"Lbh",11.5623350739134,11.2901251247923,11.5353503545315,11.4691119560337,11.0467591684333,11.5042194626925,11.1137102345845,11.308772190862,11.6216668351458,11.488229639505,11.2494786516073,11.5168319828168,11.8107012717472,11.5610814421081,11.2573908273178,11.3085292426343,10.9512731184464,11.2378552687017,11.3113308212068,11.3052629506939,11.6047686512,11.1062547820171,11.3402871103331,11.7465652539605,11.2572260802931,11.4694270177304,11.3516748941758,11.5032872198319,11.4471004951694,11.4984573092982,11.5536902818065,11.3790973662889,11.3417928976056,11.3861142491893,11.3801366091325,11.340958877944,11.2601351742337,11.2838095448396,11.1336751860991,11.5079716076945,11.5054427768737,11.2064317427578,10.7490296842363,11.2782549290023,11.326471352489,11.4261897457121,11.5075464620966,11.701508044909,11.6294170093606,11.5053198092171
"Lrrc66",6.37612894354063,6.66002348108226,6.27081467797975,6.19185062121508,6.42937469001516,6.36650411359099,6.48054185137176,6.43706178381532,6.32112093578615,6.46793722082996,6.43175117154689,6.45958980735671,6.4223697288168,6.24695042996012,6.21486274004178,6.24523588269931,6.63050279561586,6.42200276785059,6.53459805473621,6.33347558358762,6.30195194815427,6.62885319877719,6.56777817899155,6.31288216841537,6.43198962802364,6.41601093874579,6.23691886180626,6.44204218546125,6.29082771661653,6.34023423711145,6.35962317205573,6.5423513572354,6.37287821888865,6.37459802612385,6.21216957202581,6.18620641301264,6.37238598297322,6.39245404264029,6.44189046297227,6.53735017918364,6.28686985264985,6.414068933898,6.35941392413599,6.5993943334558,6.35332352485357,6.52235648606261,6.47665025731429,6.29856674839916,6.27404702270744,6.34133235918672
"Lrrc71",6.99002670523044,7.16668205689484,7.13100276502483,6.88306386989283,7.15951946996932,7.03784003568157,6.88950081074909,7.27509569072994,6.71189143446242,6.93224084065666,7.1592204728269,7.04081920394552,6.81462969098615,6.87503390257211,6.84571845942596,6.93499736493697,7.02750963450037,6.98856424007368,7.27297136167978,7.40808839096356,7.0263702222794,6.99185822444227,7.11950484823841,7.07450322365761,7.24501564604484,7.07006714868317,7.09429692151189,6.95287342324368,7.06187495022267,7.16432821174142,6.81679136946559,7.02927480637734,6.89896664742995,6.81755052793186,7.05915820754812,7.06045642741434,6.84236044180006,7.10956495956197,6.90119373435656,7.20678627300277,7.10189406569813,7.08553660988676,6.88902716541059,6.90265877274319,6.95745141762396,6.80184136620385,6.96990750408628,7.21655006785126,7.15109198529078,7.19584419924442
"Mpst",9.27314438068268,8.75769301435148,9.47420601539298,9.334736000733,9.08431097950627,9.07261476855065,9.1333439369239,9.11051222335308,9.73218368132638,9.14181707019917,9.15083031010225,9.45450967230466,9.52907644682709,9.13450275878263,9.45739187724928,9.24276829802625,9.13877365331369,9.03091605499966,9.00596733597948,8.93037426682177,9.41339892315467,9.02451950199698,9.25628502876115,9.52569806092715,9.14672882054569,9.16513990815383,9.21279142671811,9.22189570325439,9.15925087564386,9.07921921964027,9.25541129394417,9.41692501999546,9.34203228083919,9.18142980923808,9.22537844124166,9.12149817928994,9.19774843409971,9.23406899634242,9.2078764894716,9.19078640051729,8.99067876796093,9.30017727223327,9.34932968131968,9.24304886675434,9.32821393098082,9.34859204306861,9.28226581164166,9.15434923770762,9.01441154855947,9.1808717295741
"Myrfl",5.86218410785638,6.25134831761186,5.56765067827263,6.02367269369505,5.99771969828641,6.01084077852984,5.9516023562483,6.05260080261715,5.56765067827263,5.90019854465453,5.80645092698394,5.92670746415354,5.7720958512854,5.86606539404897,5.6811161907022,6.05387728847117,6.06952648684226,6.05322878993299,5.92884063938556,6.11719877255297,5.87172046617348,5.93093645052042,5.87673227912397,5.92723819394266,6.07623702827916,6.03596813414274,5.99828888032448,5.9430761036896,5.7341342656477,5.86201070005758,5.87022471944092,5.93112967027592,5.86143425878003,6.0165568628579,5.74027954371346,5.9168979627735,6.08439655475009,5.95733704072685,5.82375952707496,5.90448761459083,6.16335538120401,5.90032590095376,5.96789715764532,5.95634814063944,5.90112272272881,5.6704913011594,5.93828261983961,5.96206369479782,5.81654756780114,5.9294211925532
"Ncor1",12.7049008862683,12.7486438693457,12.7940328094571,12.7645705292517,12.7312888351245,12.6421101048617,12.7302297726729,12.6889834977737,12.8467567774457,12.7189099765836,12.7063105827189,12.7699911943826,12.7886445381604,12.7308065275552,12.6957348381358,12.7350724854813,12.7323634110579,12.7567193661072,12.7994324963815,12.7534621359766,12.681241890394,12.7370855799776,12.7822601589071,12.7997304868306,12.6799958952001,12.6834353734075,12.7296488456429,12.813960698557,12.7299621412712,12.7778973501293,12.7784673397268,12.7918592460464,12.6751734359712,12.7674920327835,12.7441464215666,12.7110713918387,12.6855079005274,12.7858984357618,12.6612662340539,12.7072326497809,12.7593089087255,12.5935709066936,12.7168644067402,12.7750534634892,12.7575177658738,12.7434055031716,12.7148761272259,12.6966303081279,12.8152608225534,12.818086323178
"Nedd4l",10.5025894710719,10.3387470284635,10.6288460918439,10.6283348197528,10.3230750162318,10.3809780752109,10.419656311145,10.4627845657138,10.8100010206642,10.5108643521183,10.2992926774919,10.4979128885263,10.594519742017,10.3907217068432,10.6098760332889,10.5706346121158,10.5966239040946,10.5934357120029,10.4106911662393,10.3153622602041,10.6034148118546,10.4363607320076,10.5898745244186,10.2941900639397,10.5370655178609,10.4343413107083,10.591817951591,10.467964152232,10.4044226315702,10.433225446597,10.6626436338127,10.5386891818606,10.5967805466515,10.7452333613307,10.5005170555635,10.5212657473446,10.3345030209398,10.478573249549,10.4940631715286,10.4279393229222,10.4434202670373,10.436471256443,10.8299195918945,10.5228768583487,10.5480155042701,10.4563540011785,10.4071919890528,10.4043893443093,10.501363624389,10.4444557854077
"Nek8",7.96101986285828,7.93284078184178,8.06472661527906,7.94095098076268,8.03074335281135,8.02007933075742,8.12539496643205,8.06686189576239,7.69148922356545,8.10213692306043,8.1292865339819,8.07262977736079,8.14917353499252,7.99932864347585,7.70814063265679,7.74298281261165,7.90790093008242,7.98331482682486,7.98648187997948,7.9861957852502,8.01123706648373,8.08152357143483,7.97785626180634,8.04244303686413,8.09382456717068,8.02806121318294,7.92756840276174,8.06797017998014,8.03290873268718,8.05169752787835,7.93605635695433,7.8608157431255,7.95946841037292,7.91465410293032,7.85237291860351,7.86316296427389,8.12412555891715,8.00329385554435,7.74459389096354,8.0873841702525,7.92847750750899,8.02716572462665,7.83988035183753,7.81092862235019,7.9457287876628,7.99721565858813,8.12606433013093,8.00489159719795,7.93653604591078,8.19878582981992
"Nppa",5.61619827284115,5.55145966201608,5.32166484325739,5.32166484325739,6.17260265666015,6.40814457417856,5.63546710668275,5.85240770106367,5.32166484325739,5.83927225732231,5.5780644465447,5.5780644465447,5.5780644465447,5.7674865097651,5.5780644465447,5.5780644465447,5.91529959686634,5.5780644465447,5.5780644465447,5.78926412066742,5.91059239385199,5.90801963418588,5.56110162981075,5.98178215556463,5.77761855004311,5.89705246987383,5.78186110205387,5.56110162981075,5.88261160822165,5.91655466167956,5.56110162981075,5.77396139724556,5.56110162981075,5.56110162981075,5.56110162981075,5.56110162981075,5.56110162981075,5.56110162981075,5.56110162981075,5.56110162981075,5.76018628541303,5.81740854552621,5.56408946042981,5.56408946042981,5.76076986638256,5.56408946042981,5.7589853884223,5.97250761567862,5.56408946042981,5.56408946042981
"Olfr177",5.557610044958,5.88224729606802,5.557610044958,5.557610044958,5.557610044958,5.77985762153445,5.77972000824198,5.7753022424795,5.557610044958,5.7149569010825,5.71421711214328,5.53012912746741,5.53012912746741,5.71955119068782,5.72321378803516,5.53012912746741,5.53012912746741,5.73107441092495,5.53012912746741,5.951407419373,5.80183673123483,5.99466574613642,5.57028696380477,5.57028696380477,5.57028696380477,5.57028696380477,5.57028696380477,5.57028696380477,5.7978635612637,5.77585338840643,5.78062023968257,5.57028696380477,5.57028696380477,5.57028696380477,5.80400883932946,5.57028696380477,5.88062485651067,5.57028696380477,5.57028696380477,5.80051652180963,5.75818940305578,5.83930647856054,5.81923119853843,5.36689424381246,5.36689424381246,5.8299844887449,5.80138238426177,5.5716141090465,5.65606601789955,5.66285675794979
"Pdcd1",6.15904618228491,6.03352384345818,6.43528144252361,6.47715861693881,6.11574997986953,6.37604017233881,6.42532799025249,6.40700206411648,6.25676649730016,6.17223370721611,6.59479030608168,6.18976032409693,6.05208827329566,6.47053770703312,6.06252310654903,6.37308458465163,6.32542767486438,6.25639208780045,6.68759960409466,6.14929590400513,6.24746243908852,7.0882244822945,6.33639478104109,6.47473316425977,6.3717695856029,6.36368877069023,6.20955470816195,6.09326209713029,6.02422192198581,6.05858686176453,6.23913948793445,6.07758689365316,6.30320859078683,6.2596696988077,6.17354658145908,6.40089179764506,6.32933149250765,5.96820657650608,6.34688449454568,6.55132456795397,5.98440526212396,6.31977879939793,6.14383600003739,7.08142265917428,6.39306486824238,6.01034632582012,6.24371527644105,6.04663927223871,6.62499803025166,6.13612327192027
"Pemt",6.95562718831496,6.83048132008438,7.24598542043835,7.00748342141094,6.72074837291335,6.79082986291588,6.71666780073462,6.89722116057908,6.94414191731024,6.71442647999554,7.03197117909409,7.07125676142637,7.0923795398311,7.09141802365515,6.81603236763072,6.73581792968517,6.77866665560241,6.93929694963315,6.82143030718954,6.79489137616864,6.92466104969053,7.08030630468978,7.07090032363244,6.72403552020965,6.75629748045979,6.71550234535411,6.98099289997743,6.94258734956757,6.92669443945569,6.91921557418171,7.09959660741742,7.25081842244157,6.95236837185193,7.04725520635915,6.76854460044142,6.88342210852429,6.83509930204887,6.79794433406522,6.76963338578346,6.59817907124228,6.89574330488194,7.05583430752441,7.08782033471066,6.93529048740926,6.73457842366076,6.87240638025221,6.93733404724405,6.85418694247228,6.89594622069627,6.74106673415016
"Pgrmc2",10.5254721119504,10.7627609210985,10.4453937665404,10.7452296418572,10.4257162781117,10.3781366894071,10.3900777012835,10.3910192793287,10.5607949893667,10.5018283436834,10.5519740155111,10.551763888256,10.6675023699791,10.4449715015393,10.6543621174159,10.3521938377394,10.4553321097132,10.5377736818262,10.4729117266243,10.4334002073166,10.5421213723211,10.1965241939391,10.3658195933944,10.274152040316,10.5802872979916,10.602127892598,10.5963171988477,10.5043192645964,10.5178911390498,10.4114249957452,10.7446776945212,10.656228230553,10.4988478985256,10.6907314499688,10.5271480350215,10.568487655161,10.3940351723098,10.6652760588381,10.5469838273594,10.4217677168124,10.4495133281459,10.3531432174756,10.6806641893145,10.5761291308283,10.5929937253005,10.468268653105,10.4933862876733,10.5610708005811,10.4861902122559,10.4770864319246
